id,url,question,answer
3168,http://www.freebase.com/view/en/ellen_degeneres,when does ellen air?,Madeo Restaurant
3169,http://www.freebase.com/view/en/democratic_republic_of_the_congo,what is the currency in the republic of congo?,Congolese franc
3170,http://www.freebase.com/view/en/barack_obama,what does obama have a degree in?,Political Science
3171,http://www.freebase.com/view/en/japan,who is the political leader of japan?,Shinzō Abe
3172,http://www.freebase.com/view/en/giovanni_da_verrazano,what country did giovanni da verrazano represent?,Italy
3173,http://www.freebase.com/view/en/nicholas_ii_of_russia,when was saint nicholas died?,7/17/1918
3174,http://www.freebase.com/view/en/germany,what countries does germany share borders with?,Netherlands
3175,http://www.freebase.com/view/en/jacksonville_jaguars,what city is the jacksonville jaguars from?,Jacksonville
3176,http://www.freebase.com/view/en/oakland_raiders,when is the last time the raiders won a championship?,Super Bowl XV
3177,http://www.freebase.com/view/en/florida,where is the time zone in florida?,North American Eastern Time Zone
3178,http://www.freebase.com/view/en/youtube,who created youtube and when?,Chad Hurley
3179,http://www.freebase.com/view/en/clearwater,what county is clearwater fl in?,Pinellas County
3180,http://www.freebase.com/view/en/spain,what type of political system is spain?,Parliamentary system
3181,http://www.freebase.com/view/en/farrah_fawcett,what happened to farrah and her baby daddy?,Domestic partnership
3182,http://www.freebase.com/view/en/snoopy,what are the names of snoopy brothers and sisters?,Olaf
3183,http://www.freebase.com/view/en/laguna_beach_the_real_orange_county,what is the laguna beach theme song?,Come Clean
3184,http://www.freebase.com/view/en/edgar_allan_poe,what was the cause of death for edgar allan poe?,Tuberculosis
3185,http://www.freebase.com/view/en/thomas_edison,what is thomas edison's most famous for?,Inventor
3186,http://www.freebase.com/view/en/jlo,what does jennifer lopez do?,Actor
3187,http://www.freebase.com/view/en/dmitri_mendeleev,what country was dmitri mendeleev born?,Russia
3188,http://www.freebase.com/view/en/barack_obama,where did pres obama go to high school?,Punahou School
3189,http://www.freebase.com/view/en/west_germany,what is the capital city of west germany?,Bonn
3190,http://www.freebase.com/view/en/austraila,what money system does australia use?,Australian dollar
3191,http://www.freebase.com/view/en/herman_cain,when did herman cain run for president?,"Herman Cain presidential campaign, 2012"
3192,http://www.freebase.com/view/en/caroline_spencer,who is caroline spencer jr s father?,Bill Spencer
3193,http://www.freebase.com/view/en/u_s_open,when is the us open tennis mens final 2011?,2011 US Open
3194,http://www.freebase.com/view/en/barack_obama,where does president barack obama live?,"Washington, D.C."
3195,http://www.freebase.com/view/en/nick_diaz,where does nick diaz fight?,UFC 62: Liddell vs. Sobral
3196,http://www.freebase.com/view/en/st_louis_missouri,where did st louis tornado hit?,St. Louis
3197,http://www.freebase.com/view/en/whitney_houston,what did whitney houston die of?,Drowning
3198,http://www.freebase.com/view/en/selena_gomez,what movies has selena gomez starred in?,Arthur 3: The War of the Two Worlds
3199,http://www.freebase.com/view/en/khloe_kardashian,what highschool did khloe kardashian go to?,Marymount High School
3200,http://www.freebase.com/view/en/heisman_trophy,who is the 2011 heisman trophy winner?,Robert Griffin III
3201,http://www.freebase.com/view/en/midland,what to do in midland tx this weekend?,Wilco building
3202,http://www.freebase.com/view/en/freddy_krueger,who played freddy in friday the 13th?,Chason Schirmer
3203,http://www.freebase.com/view/en/robert_hooke,what contribution did hooke made to science in 1665?,Micrographia
3204,http://www.freebase.com/view/en/great_britain,what countries make up great britain and what are their capitals?,Principality of Wales
3205,http://www.freebase.com/view/en/eli_whitney,what did eli whitney invented?,Interchangeable parts
3206,http://www.freebase.com/view/en/angelina_jolie,what movies has angelina jolie in?,Beowulf
3207,http://www.freebase.com/view/en/uga,what radio station does uga football come on?,Georgia Bulldogs football
3208,http://www.freebase.com/view/en/chrysler,who owns the chrysler corporation?,Steven J. Harris
3209,http://www.freebase.com/view/en/george_washington,where was george washington originally from?,Virginia
3210,http://www.freebase.com/view/en/christopher_columbus,what country christopher columbus from?,Genoa
3211,http://www.freebase.com/view/en/michael_j_fox,who was michael j fox?,Actor
3212,http://www.freebase.com/view/en/jenna_dewan,what movies did jenna dewan play in?,The Grudge 2
3213,http://www.freebase.com/view/en/bosnians,what is the bosnian language?,Serbo-Croatian
3214,http://www.freebase.com/view/en/salman_khan,what is father name of salman khan?,Salim Khan
3215,http://www.freebase.com/view/en/shawn_johnson,where is shawn johnson gymnast from?,Des Moines
3216,http://www.freebase.com/view/en/cote_divoire,what kind of money does the ivory coast use?,West African CFA franc
3217,http://www.freebase.com/view/en/charles_dickens,what writers influenced charles dickens?,Tobias Smollett
3218,http://www.freebase.com/view/en/roger_federer,where is roger federer from sui?,Basel
3219,http://www.freebase.com/view/en/dominican_republic,what money should i bring to dominican?,Dominican peso
3220,http://www.freebase.com/view/en/michael_buble,what is michael buble's style of music?,Swing music
3221,http://www.freebase.com/view/en/florida_marlins,where did the florida marlins?,Miami
3222,http://www.freebase.com/view/en/taylor_lautner,what movies did taylor lautner star in?,The Twilight Saga
3223,http://www.freebase.com/view/en/richard_nixon,what did nixon do when he was president?,Watergate scandal
3224,http://www.freebase.com/view/en/egyptians,what do egyptians speak?,Languages of Egypt
3225,http://www.freebase.com/view/en/egyptians,what language did the egyptians?,Egyptian Arabic
3226,http://www.freebase.com/view/en/forgetting_sarah_marshall,who plays sarah marshall?,Kristen Bell
3227,http://www.freebase.com/view/en/b_f_skinner,what did skinner believe?,Atheism
3228,http://www.freebase.com/view/en/babe_ruth,when did babe ruth start playing baseball in the mlb?,1914 Major League Baseball Season
3229,http://www.freebase.com/view/en/england,what type of monarchy did england have during the glorious revolution?,Constitutional monarchy
3230,http://www.freebase.com/view/en/marlo_stanfield,who plays marlo on the wire?,Jamie Hector
3231,http://www.freebase.com/view/en/inglewood,what is the zip code for inglewood california?,90311
3232,http://www.freebase.com/view/en/edward_quartermaine,who was the first actor to play edward quartermaine?,David Lewis
3233,http://www.freebase.com/view/en/google,where did the founder of google go to college?,Stanford University
3234,http://www.freebase.com/view/en/germany,what currency is used in germany 2012?,Euro
3235,http://www.freebase.com/view/en/roald_dahl,what made roald dahl famous?,Novelist
3236,http://www.freebase.com/view/en/martin_luther_king_jr,what school did martin luther king jr attend?,Boston University
3237,http://www.freebase.com/view/en/lenny_kravitz,who did lenny kravitz marry?,Lisa Bonet
3238,http://www.freebase.com/view/en/canada,what is the second official language of canada?,French Language
3239,http://www.freebase.com/view/en/dallas_cowboys,who coached the dallas cowboys in 1996?,Jimmy Johnson
3240,http://www.freebase.com/view/en/juan_ponce_de_leon,what country did ponce de leon live in?,Spain
3241,http://www.freebase.com/view/en/russia,what is the language called in russia?,Russian Language
3242,http://www.freebase.com/view/en/austin,what does the name austin stand for?,Stephen F. Austin
3243,http://www.freebase.com/view/en/hank_baskett,who does hank baskett play for now nov 2010?,Philadelphia Eagles
3244,http://www.freebase.com/view/en/united_states,who was the president of the us in 1971?,Richard Nixon
3245,http://www.freebase.com/view/en/ronaldo,what team did ronaldo play for?,FC Barcelona
3246,http://www.freebase.com/view/en/birmingham,what to do today in birmingham uk?,Millennium Point
3247,http://www.freebase.com/view/en/timothy_mcveigh,who was timothy mcveigh accomplice?,Terry Nichols
3248,http://www.freebase.com/view/en/north_korea,how old is the current president of north korea?,Kim Il-sung
3249,http://www.freebase.com/view/en/tamera_mowry,what show does tamera mowry play on?,"Sister, Sister"
3250,http://www.freebase.com/view/en/austraila,what language do the people speak in australia?,Lojban
3251,http://www.freebase.com/view/en/greeley,what college is in greeley colorado?,Aims Community College
3252,http://www.freebase.com/view/en/niger,what countries does the niger river flow through?,Libya
3253,http://www.freebase.com/view/en/arizona,what is the official state flower of arizona?,Saguaro
3254,http://www.freebase.com/view/en/pakistan,what religion are most people in pakistan?,Hindu Kush
3255,http://www.freebase.com/view/en/egypt,where is pyramids located in egypt?,The Great Pyramid of Giza
3256,http://www.freebase.com/view/en/bungie_studios,what games did bungie make?,Minotaur: The Labyrinths of Crete
3257,http://www.freebase.com/view/en/cristiano_ronaldo,who does cristiano ronaldo play for 2012?,Real Madrid C.F.
3258,http://www.freebase.com/view/en/mother_jones,what type of laws did mary harris jones demand?,Children's rights
3259,http://www.freebase.com/view/en/kobe_bryant,what team did kobe bryant play for first?,Los Angeles Lakers
3260,http://www.freebase.com/view/en/vietnam,what kind of government does vietnam have?,Communist state
3261,http://www.freebase.com/view/en/switzerland,what language do the speak in switzerland?,Romansh language
3262,http://www.freebase.com/view/en/rome,where to stay in rome neighborhood?,Metropolitana di Roma
3263,http://www.freebase.com/view/en/vincent_van_gogh,what style of art did van gogh produce?,Post-Impressionism
3264,http://www.freebase.com/view/en/american_people_of_the_united_states,what is american pie about song?,Why Race Mattered in Barack Obama's Re-election
3265,http://www.freebase.com/view/en/portuguese,what are portuguese people considered?,Portuguese
3266,http://www.freebase.com/view/en/angelina_jolie,what movies did angelina jolie star in?,Beowulf
3267,http://www.freebase.com/view/en/carthage,where was ancient carthage located?,Tunisia
3268,http://www.freebase.com/view/en/marc_chagall,what type of paintings did marc chagall do?,Surrealism
3269,http://www.freebase.com/view/en/werner_heisenberg,what did heisenberg say about electrons?,wolfgang ernst pauli worked with werner karl heisenberg
3270,http://www.freebase.com/view/en/howard_shore,what movies did howard shore wrote the music for?,The Lord of the Rings: The Two Towers
3271,http://www.freebase.com/view/en/chile,what does chilean people speak?,Puquina Language
3272,http://www.freebase.com/view/en/frederick_douglass,what were frederick douglass achievements?,Publisher
3273,http://www.freebase.com/view/en/kenneth_parcell,who plays kenneth on 30 rock?,Jack McBrayer
3274,http://www.freebase.com/view/en/olympic_games,when do they have the olympics?,Once every two years
3275,http://www.freebase.com/view/en/davenport,what is zip code for davenport iowa?,52801
3276,http://www.freebase.com/view/en/riley_finn,where is riley's farm located?,Sunnydale
3277,http://www.freebase.com/view/en/new_york_knicks,who is the current coach of the new york knicks?,Mike Woodson
3278,http://www.freebase.com/view/en/william_shakespeare,what was the name of william shakespeare's children?,Judith Quiney
3279,http://www.freebase.com/view/en/carter_g_woodson,what organization did dr. carter g. woodson found?,Association for the Study of African American Life and History
3280,http://www.freebase.com/view/en/pittsburgh_steelers,who owns the steelers football team?,Rooney family
3281,http://www.freebase.com/view/en/jamaica,what currency does jamaica accept?,Jamaican dollar
3282,http://www.freebase.com/view/en/howard_stern,who played howard stern in private parts?,Him/Herself
3283,http://www.freebase.com/view/en/european_union,when countries joined the european union?,1/1/1995
3284,http://www.freebase.com/view/en/leonardo_da_vinci,what inventions did leonardo da vinci made?,Double hull
3285,http://www.freebase.com/view/en/ronaldinho,which team does ronaldinho play for?,Clube Atlético Mineiro
3286,http://www.freebase.com/view/en/eric_cantor,where is eric cantor from?,Richmond
3287,http://www.freebase.com/view/en/sweden,what is the currency of sweden called?,Swedish krona
3288,http://www.freebase.com/view/en/cameron_newton,what school did cam newton go to before auburn?,Westlake High School
3289,http://www.freebase.com/view/en/tim_mcgraw,where did tim mcgraw grew up?,Delhi
3290,http://www.freebase.com/view/en/new_york_giants,when did ny giants win the superbowl?,1927 New York Giants season
3291,http://www.freebase.com/view/en/john_kerry,when did kerry run for president?,"John Kerry presidential campaign, 2004"
3292,http://www.freebase.com/view/en/sweden,what's sweden's currency?,Swedish krona
3293,http://www.freebase.com/view/en/greece,what currency does greece use?,Euro
3294,http://www.freebase.com/view/en/sonny_bill_williams,who does sonny bill williams play for 2012?,Chiefs
3295,http://www.freebase.com/view/en/utah,who are senators from utah?,Orrin Hatch
3296,http://www.freebase.com/view/en/georgetown_university,what is the zip code for georgetown ga?,20057
3297,http://www.freebase.com/view/en/michael_vick,who did michael vick play for in 2008?,"United States Penitentiary, Leavenworth"
3298,http://www.freebase.com/view/en/maui,when was the last shark attack in maui?,Wailuku
3299,http://www.freebase.com/view/en/egypt,what type of government did egypt have?,Semi-presidential system
3300,http://www.freebase.com/view/en/riannah,where is rihanna from ethnically?,Afro-Guyanese
3301,http://www.freebase.com/view/en/assyria,where was the assyrian civilization located?,Middle East
3302,http://www.freebase.com/view/en/charles_de_secondat_baron_de_montesquieu,what did baron de montesquieu die from?,Fever
3303,http://www.freebase.com/view/en/illinois,who are the current senators from illinois?,Dick Durbin
3304,http://www.freebase.com/view/en/nashville_tennessee,what do do in nashville tn?,Tennessee Agricultural Museum
3305,http://www.freebase.com/view/en/robert_hooke,what inventions did robert hooke made?,Diaphragm
3306,http://www.freebase.com/view/en/patrick_jane,who plays patrick jane wife?,Bruno Heller
3307,http://www.freebase.com/view/en/derrick_rose,what team does derrick rose play for?,Chicago Bulls
3308,http://www.freebase.com/view/en/new_zealand,what countries do new zealand export to?,Australia
3309,http://www.freebase.com/view/en/soviet_union,what type of government does the former soviet union have?,Communist state
3310,http://www.freebase.com/view/en/huell_howser,what illness did huell howser died of?,Prostate cancer
3311,http://www.freebase.com/view/en/general_motors,what car models does gm make?,Hummer
3312,http://www.freebase.com/view/en/the_legend_of_zelda_series,which legend of zelda game is the first?,The Legend of Zelda
3313,http://www.freebase.com/view/en/zack_de_la_rocha,what nationality is zack de la rocha?,United States of America
3314,http://www.freebase.com/view/en/wolfgang_amadeus_mozart,what did mozart die from?,Rheumatic fever
3315,http://www.freebase.com/view/en/pittsburgh_steelers,what years have the steelers won the super bowl?,Super Bowl IX
3316,http://www.freebase.com/view/en/doc_holliday,what did doc holliday die from?,Tuberculosis
3317,http://www.freebase.com/view/en/great_britain,what countries does britain own?,Principality of Wales
3318,http://www.freebase.com/view/en/france,what government does france have?,Semi-presidential system
3319,http://www.freebase.com/view/en/dorothy_gale,who played dorothy in the film wizard of oz?,Aileen Quinn
3320,http://www.freebase.com/view/en/kfc,who was the owner of kfc?,Colonel Sanders
3321,http://www.freebase.com/view/en/robin_gibb,where did robin gibb die?,London
3322,http://www.freebase.com/view/en/mediterranean_sea,what countries are on the mediterranean sea?,Italy
3323,http://www.freebase.com/view/en/russia,what languages do they speak in russia?,Yiddish Language
3324,http://www.freebase.com/view/en/jim_halpert,who plays jim halpert?,John Krasinski
3325,http://www.freebase.com/view/en/philadelphia_phillies,when were the phillies founded?,1883
3326,http://www.freebase.com/view/en/john_cabot,who is john cabot's parents?,Guilo Caboto
3327,http://www.freebase.com/view/en/montana,what is the capital city of montana usa?,Helena
3328,http://www.freebase.com/view/en/william_mckinley,who succeeded william mckinley as president?,Theodore Roosevelt
3329,http://www.freebase.com/view/en/jamie_chung,where does jamie chung live?,San Francisco
3330,http://www.freebase.com/view/en/george_washington_carver,what george washington carver famous for?,Peanut butter
3331,http://www.freebase.com/view/en/wildwood_new_jersey,what is the zip code for wildwood?,08260
3332,http://www.freebase.com/view/en/canada,what money currency does canada use?,Canadian dollar
3333,http://www.freebase.com/view/en/the_bronx,where did bronx tale take place?,The Bronx
3334,http://www.freebase.com/view/en/archer_2009,who voices ray in archer?,Adam Reed
3335,http://www.freebase.com/view/en/russia,what kind of money do they use in russia?,Russian ruble
3336,http://www.freebase.com/view/en/university_of_vermont,what does uvm stand for college?,University of Vermont
3337,http://www.freebase.com/view/en/edward_elric,who plays edward elric?,Romi Park
3338,http://www.freebase.com/view/en/samuel_de_champlain,what was samuel de champlain searching for?,Champlain's Dream: The European Founding of North America
3339,http://www.freebase.com/view/en/lola_bunny,who plays lola bunny on the looney tunes show?,Britt McKillip
3340,http://www.freebase.com/view/en/chicago,what to do in chicago this weekend with kids?,Lincoln Park Zoo
3341,http://www.freebase.com/view/en/germany,what kind of money does germany?,Euro
3342,http://www.freebase.com/view/en/walter_raleigh,who did walter raleigh sail for?,England
3343,http://www.freebase.com/view/en/maricopa_county,what cities are included in maricopa county?,El Mirage
3344,http://www.freebase.com/view/en/l_frank_baum,where did frank baum live?,Syracuse
3345,http://www.freebase.com/view/en/grand_prix_motor_racing,what time is the grand prix starting?,The Limit
3346,http://www.freebase.com/view/en/dubai,what are the places to see in dubai?,Mushrif Park
3347,http://www.freebase.com/view/en/johnny_depp,where is johnny depp from?,Owensboro
3348,http://www.freebase.com/view/en/todd_haberkorn,what characters does todd haberkorn voice?,Death the Kid
3349,http://www.freebase.com/view/en/latin,where the latin language come from?,Italic languages
3350,http://www.freebase.com/view/en/pakistan,what language do pakistani people talk?,Urdu Language
3351,http://www.freebase.com/view/en/china,what does china border?,Eurasia
3352,http://www.freebase.com/view/en/russia,when does the russian league start?,ru
3353,http://www.freebase.com/view/en/alice_walker,what was alice walker famous for?,Writer
3354,http://www.freebase.com/view/en/michael_jackson,where did michael jackson went to school?,Montclair College Preparatory School
3355,http://www.freebase.com/view/en/haiti,where do haitian people come from?,Haiti
3356,http://www.freebase.com/view/en/kentucky,where is the time zone in kentucky?,North American Eastern Time Zone
3357,http://www.freebase.com/view/en/john_frusciante,what albums did john frusciante play on?,Curtains
3358,http://www.freebase.com/view/en/walt_whitman,what influenced whitman's poetry?,Abraham Lincoln
3359,http://www.freebase.com/view/en/martin_luther_king_jr,what did martin luther king jr do in his life?,Civil and political rights
3360,http://www.freebase.com/view/en/austraila,what kind of legal system does australia have?,Parliamentary system
3361,http://www.freebase.com/view/en/jimmy_hoffa,where did jimmy hoffa live?,Indiana
3362,http://www.freebase.com/view/en/frederick_douglass,what role did frederick douglass play in the abolition movement?,American Equal Rights Association
3363,http://www.freebase.com/view/en/welsh_people,where people speak welsh?,United Kingdom
3364,http://www.freebase.com/view/en/suzanne_collins,what children's books did suzanne collins wrote?,Gregor and the Prophecy of Bane
3365,http://www.freebase.com/view/en/barack_obama,what state obama was born?,Hawaii
3366,http://www.freebase.com/view/en/morgantown,what is the zip code for morgantown in?,26508
3367,http://www.freebase.com/view/en/democritus,who is democritus and what did he discover?,Mathematician
3368,http://www.freebase.com/view/en/bella_swan,who plays bella on twilight?,Kristen Stewart
3369,http://www.freebase.com/view/en/battle_of_gettysburg,where did gettysburg start?,United States of America
3370,http://www.freebase.com/view/en/cristiano_ronaldo,who does cristiano ronaldo play for in 2010?,Real Madrid C.F.
3371,http://www.freebase.com/view/en/elvis_presley,where did elvis presley live before he died?,Memphis
3372,http://www.freebase.com/view/en/germany,what is the currency of germany in 2010?,Euro
3373,http://www.freebase.com/view/en/daytona_beach,what to do in daytona?,Daytona 500 Experience
3374,http://www.freebase.com/view/en/paul_walker,who does paul walker play in fast and furious?,Brian O'Conner
3375,http://www.freebase.com/view/en/george_w_bush,who was the vice president during george w bush?,Dick Cheney
3376,http://www.freebase.com/view/en/kevin_hart_1980,where did kevin hart go to school?,Castlemont High School
3377,http://www.freebase.com/view/en/general_motors,where gm cars are built?,United States of America
3378,http://www.freebase.com/view/en/japan,what kind of money do japanese use?,Japanese yen
3379,http://www.freebase.com/view/en/melbourne_australia,where does the name melbourne come from?,"William Lamb, 2nd Viscount Melbourne"
3380,http://www.freebase.com/view/en/ukraine,what currency do the ukraine use?,Ukrainian hryvnia
3381,http://www.freebase.com/view/en/chile,what kind of money does chile use?,Chilean peso
3382,http://www.freebase.com/view/en/italy,what currency do italy have?,Euro
3383,http://www.freebase.com/view/en/spanish,what are spanish speaking countries and their capitals?,Honduras
3384,http://www.freebase.com/view/en/denmark,what language does people from denmark speak?,Greenlandic language
3385,http://www.freebase.com/view/en/susan_atkins,what did susan atkins die of?,Brain tumor
3386,http://www.freebase.com/view/en/brazil,what type of currency does brazil use?,Brazilian real
3387,http://www.freebase.com/view/en/tommy_oliver,who plays tommy oliver in power rangers?,Jason David Frank
3388,http://www.freebase.com/view/en/dwight_howard,what year did dwight howard won the slam dunk contest?,2007–08 NBA season
3389,http://www.freebase.com/view/en/marco_polo,what country did marco polo come from?,Venice
3390,http://www.freebase.com/view/en/adolf_hitler,what were hitler's parents names?,Alois Hitler
3391,http://www.freebase.com/view/en/catholicism,when was the first pope of the catholic church?,Paul the Apostle
3392,http://www.freebase.com/view/en/amerigo_vespucci,what did amerigo vespucci explore?,Americas
3393,http://www.freebase.com/view/en/cuba,what currency do i bring to cuba?,Cuban peso
3394,http://www.freebase.com/view/en/patrick_henry,where did patrick henry live?,Virginia
3395,http://www.freebase.com/view/en/mongolia,what kind of government does mongolia?,Semi-presidential system
3396,http://www.freebase.com/view/en/american_people_of_the_united_states,what are some native american holidays?,Tom Selleck
3397,http://www.freebase.com/view/en/jesse_james,where did jesse james die?,Saint Joseph
3398,http://www.freebase.com/view/en/spain,where is spain located what continent?,Europe
3399,http://www.freebase.com/view/en/philippines,what form of government is the philippines?,Constitutional republic
3400,http://www.freebase.com/view/en/stewie_griffin,who plays stewie griffin on family guy?,Seth MacFarlane
3401,http://www.freebase.com/view/en/canada,what are the two major religions in canada?,Protestantism
3402,http://www.freebase.com/view/en/canada,what kind of government do the canadians have?,Parliamentary system
3403,http://www.freebase.com/view/en/thomas_cromwell_1st_earl_of_essex,what happened to sir thomas cromwell?,Decapitation
3404,http://www.freebase.com/view/en/china,what food is from china?,Guangzhou Zhu Jiang Brewery Co.Ltd. Zhu Jiang Beer
3405,http://www.freebase.com/view/en/stewie_griffin,who plays stewie griffin's voice?,Seth MacFarlane
3406,http://www.freebase.com/view/en/butler,who did butler beat last night?,Stephano
3407,http://www.freebase.com/view/en/peru,what are the mountains in peru called?,Andes
3408,http://www.freebase.com/view/en/keeping_up_with_the_kardashians,which kardashians are having babies?,Kim Kardashian
3409,http://www.freebase.com/view/en/south_america,what is south america made up of?,Carrasco
3410,http://www.freebase.com/view/en/plaxico_burress,what team does plaxico burress play for?,Pittsburgh Steelers
3411,http://www.freebase.com/view/en/english,where english is spoken in the world?,Canada
3412,http://www.freebase.com/view/en/victoria_beckham,where is victoria beckham from?,Harlow
3413,http://www.freebase.com/view/en/paul_ryan,what office does paul ryan hold?,United States Representative
3414,http://www.freebase.com/view/en/fiji,what type of government does fiji have 2010?,Military dictatorship
3415,http://www.freebase.com/view/en/iberian_peninsula,what country is the iberian peninsula located in?,Portugal
3416,http://www.freebase.com/view/en/daniel,who is daniel in the bible?,Prophet
3417,http://www.freebase.com/view/en/marty_mcfly,who played marty mcfly's dad?,George McFly
3418,http://www.freebase.com/view/en/george_washington,what is george washington's legacy?,United States Military Academy
3419,http://www.freebase.com/view/en/bermuda,where to stay in bermuda tripadvisor?,Bermuda Department of Tourism
3420,http://www.freebase.com/view/en/barcelona,which airport is closest to barcelona port?,Barcelona–El Prat Airport
3421,http://www.freebase.com/view/en/rev_run,who is jojo simmons mother?,Evelyn Simmons
3422,http://www.freebase.com/view/en/united_states,where do cherry trees grow in the united states?,"Washington, D.C."
3423,http://www.freebase.com/view/en/john_connor,who plays john connor in terminator salvation?,Christian Bale
3424,http://www.freebase.com/view/en/doug_williams_1955,what year doug williams won the super bowl?,1987 NFL season
3425,http://www.freebase.com/view/en/osama_bin_laden,what country was osama bin laden killed in?,Abbottabad
3426,http://www.freebase.com/view/en/james_cook,where did james cook go on his voyages?,A voyage to the Pacific Ocean
3427,http://www.freebase.com/view/en/michigan,who won the governor election in michigan?,Rick Snyder
3428,http://www.freebase.com/view/en/heidi_klum,where did heidi klum and seal get married?,Mexico
3429,http://www.freebase.com/view/en/humphry_davy,what kind of experiments did humphrey davy do?,"He experimented with the voltaic pile decided that it was a chemical action which caused the production of electricity in electrolytic cells, and that the chemical interaction occurred between substances which had an opposite charge."
3430,http://www.freebase.com/view/en/communist_party_of_china,who created the chinese communist party?,China's Communist Party: Atrophy and Adaptation
3431,http://www.freebase.com/view/en/new_england,what timezone is new england usa in?,North American Eastern Time Zone
3432,http://www.freebase.com/view/en/robert_h_schuller,what happened to rev. robert schuller?,Televangelist
3433,http://www.freebase.com/view/en/meg_griffin,who plays the voice of meg in family guy?,Lacey Chabert
3434,http://www.freebase.com/view/en/london,what can you visit in london?,Regent's Park
3435,http://www.freebase.com/view/en/north_korea,what form of government does north korea?,Juche
3436,http://www.freebase.com/view/en/cornell_university,where is located cornell university?,Ithaca
3437,http://www.freebase.com/view/en/arabic_language,who speaks arabic language?,Tunisia
3438,http://www.freebase.com/view/en/ferris_buellers_day_off,who played the parents in ferris bueller day off?,Cindy Pickett
3439,http://www.freebase.com/view/en/united_kingdom,what dialects are spoken in the uk?,English Language
3440,http://www.freebase.com/view/en/venice,what should i visit in venice?,"Grand Canal, Venice"
3441,http://www.freebase.com/view/en/james_madison,where james madison was born?,Port Conway
3442,http://www.freebase.com/view/en/iran,when was the last time iran invaded another country?,Iran–Iraq War
3443,http://www.freebase.com/view/en/ottoman_empire,what did the ottoman empire look like?,Austria-Hungary
3444,http://www.freebase.com/view/en/kareem_abdul-jabbar,what team does kareem abdul jabbar play for?,Milwaukee Bucks
3445,http://www.freebase.com/view/en/jeff_probst,who is jeff probst ex wife?,Shelly Wright
3446,http://www.freebase.com/view/en/jo_wilfried_tsonga,where is tsonga born?,Le Mans
3447,http://www.freebase.com/view/en/bethany_hamilton,what island is bethany hamilton from?,Lihue
3448,http://www.freebase.com/view/en/paige_matthews,what is paige halliwell's powers?,Teleportation
3449,http://www.freebase.com/view/en/jean-jacques_rousseau,what did jean jacques rousseau write?,A la rencontre de Jean-Jacques Rousseau
3450,http://www.freebase.com/view/en/washington,what city is the state capital of washington?,Olympia
3451,http://www.freebase.com/view/en/shawn_johnson,what does shawn johnson do?,Gymnast
3452,http://www.freebase.com/view/en/ronald_reagan,what was the reagan administration known for?,The conservative revolution in America
3453,http://www.freebase.com/view/en/nadia_boulanger,where did nadia boulanger live?,Paris
3454,http://www.freebase.com/view/en/michael_jordan,what year did michael jordan get drafted?,1984 NBA Draft
3455,http://www.freebase.com/view/en/maui,what airport do you fly into maui?,Kahului Airport
3456,http://www.freebase.com/view/en/mark_sanchez,who does mark sanchez play for?,New York Jets
3457,http://www.freebase.com/view/en/yangtze_river,what sea does the yangtze river empty into?,East China Sea
3458,http://www.freebase.com/view/en/afghanistan,what are the main imports and exports of afghanistan?,Fruit and Tree Nut Farming
3459,http://www.freebase.com/view/en/gerard_butler,what movies have gerard butler been in?,Attila
3460,http://www.freebase.com/view/en/france,what country is beside france?,Italy
3461,http://www.freebase.com/view/en/germany,what type of government germany have?,Constitutional republic
3462,http://www.freebase.com/view/en/montpelier,what is there to do in montpelier vt?,Jed's Maple
3463,http://www.freebase.com/view/en/japan,who is the leader of japan right now?,Shinzō Abe
3464,http://www.freebase.com/view/en/michael_jordan,when did michael jordan started playing basketball in the nba?,1984
3465,http://www.freebase.com/view/en/michael_clarke_duncan,what movies were michael clarke duncan?,American Crude
3466,http://www.freebase.com/view/en/john_f_kennedy,in which city was president kennedy killed?,Dallas
3467,http://www.freebase.com/view/en/martin_cooper,where is martin cooper from?,United States of America
3468,http://www.freebase.com/view/en/charlie_sheen,what is charlie sheen's dad's name?,Martin Sheen
3469,http://www.freebase.com/view/en/major_league_baseball,how much mlb teams are there?,Baltimore Orioles
3470,http://www.freebase.com/view/en/john_boehner,what office does boehner hold?,Member of Congress
3471,http://www.freebase.com/view/en/baltimore_ravens,where do the baltimore ravens play?,M&T Bank Stadium
3472,http://www.freebase.com/view/en/harlem_globetrotters,what sport do the harlem globetrotters play?,Basketball
3473,http://www.freebase.com/view/en/betty_white,who was betty white married too?,Lane Allen
3474,http://www.freebase.com/view/en/edgar_allan_poe,where is poe buried now?,Westminster Hall and Burying Ground
3475,http://www.freebase.com/view/en/danish_language,where is danish located?,Denmark
3476,http://www.freebase.com/view/en/dallas,what is the best neighborhood to live in dallas?,Convention Center District
3477,http://www.freebase.com/view/en/mary_jane_watson,who plays mary jane in spiderman 2?,Kirsten Dunst
3478,http://www.freebase.com/view/en/scottish,what languages do scottish people speak?,Scottish Gaelic language
3479,http://www.freebase.com/view/en/brazil,what type of money does brazil have?,Brazilian real
3480,http://www.freebase.com/view/en/mary_kay,who started mary kay?,Mary Kay Ash
3481,http://www.freebase.com/view/en/france,what types of government does france have?,Semi-presidential system
3482,http://www.freebase.com/view/en/mount_st_helens,where is mount st helens?,Skamania County
3483,http://www.freebase.com/view/en/toronto_maple_leafs,who are the players on the toronto maple leafs?,Phil Kessel
