,id,url,question,answer,long_answer,final_answer
2736,2736,http://www.freebase.com/view/en/egypt,what languages do people speak in egypt?,Egyptian language,Arabic,Egyptian language Arabic
2737,2737,http://www.freebase.com/view/en/florence_griffith-joyner,what college did florence griffith joyner attend?,David Starr Jordan High School,Florida State University,David Starr Jordan High School Florida State University
2738,2738,http://www.freebase.com/view/en/henri_matisse,what style of art did henri matisse use?,Fauvism,"Henri Matisse was a French artist known for his role in founding and developing the school of Fauvism, as well as being one of the leaders of the modern art movement from the 20th century. The distinctive feature of his work is his originality not bound by any particular tradition. His paintings include subjects like still lifes and landscapes that are depicted using primary colors and secondary greens with accentuated brushwork to show the vivid picture of the subject that creates an effect similar to mosaic.","Fauvism Henri Matisse was a French artist known for his role in founding and developing the school of Fauvism, as well as being one of the leaders of the modern art movement from the 20th century. The distinctive feature of his work is his originality not bound by any particular tradition. His paintings include subjects like still lifes and landscapes that are depicted using primary colors and secondary greens with accentuated brushwork to show the vivid picture of the subject that creates an effect similar to mosaic."
2739,2739,http://www.freebase.com/view/en/george_washington_carver,what did george washington carver make with peanuts?,Peanut butter,"George Washington Carver made many different products and inventions using peanuts. Some of the things he created include:
* Peanut butter: He developed a method for making smooth, creamy peanut butter that could be marketed to consumers nationwide
* Oleomargine: A substitute for olive oil made from ground-up peanuts
* Ginger ale: Fizzy soft drinks made from ginger and peanuts
* Candy: Candies made from peanuts such as caramels, chocolates, and nougats
* Cosmetics: Creams, lotions, soaps, hair tonics, pomades, shaving powders, cold creams, face masks, and vanishing creams.","Peanut butter George Washington Carver made many different products and inventions using peanuts. Some of the things he created include:
* Peanut butter: He developed a method for making smooth, creamy peanut butter that could be marketed to consumers nationwide
* Oleomargine: A substitute for olive oil made from ground-up peanuts
* Ginger ale: Fizzy soft drinks made from ginger and peanuts
* Candy: Candies made from peanuts such as caramels, chocolates, and nougats
* Cosmetics: Creams, lotions, soaps, hair tonics, pomades, shaving powders, cold creams, face masks, and vanishing creams."
2740,2740,http://www.freebase.com/view/en/jumanji_1995,who plays alan parrish in jumanji?,Robin Williams,"Robin Williams played the role of Al Parrish, a high school student that gets transported into Jumanji and has to survive until he can return home.","Robin Williams Robin Williams played the role of Al Parrish, a high school student that gets transported into Jumanji and has to survive until he can return home."
2741,2741,http://www.freebase.com/view/en/reese_witherspoon,who was reese witherspoon married too?,Ryan Phillippe,Nicole Kidman and Reese Witherspoons are sisters. They married Tom Cruise,Ryan Phillippe Nicole Kidman and Reese Witherspoons are sisters. They married Tom Cruise
2742,2742,http://www.freebase.com/view/en/panama,what is the isthmus of panama?,Panama Canal Zone,"The Isthmus of Panamá is a thin strip of land about 640 km (398 mi) long and between 238 as 1,778 km (85–1,248 mi) wide. It borders the Pacific Ocean to the south and east and has coastlines facing both the Caribbean Sea in the north and the Atlantic Ocean in the west.[[1](https://en.wikipedia.org/wiki/Isthmus_of_Panama)]
The istmus seperates North from South America, and it makes possible for ships to pass through the narrowest point between the two continents avoiding travels around Cape Horn and other obstacles","Panama Canal Zone The Isthmus of Panamá is a thin strip of land about 640 km (398 mi) long and between 238 as 1,778 km (85–1,248 mi) wide. It borders the Pacific Ocean to the south and east and has coastlines facing both the Caribbean Sea in the north and the Atlantic Ocean in the west.[[1](https://en.wikipedia.org/wiki/Isthmus_of_Panama)]
The istmus seperates North from South America, and it makes possible for ships to pass through the narrowest point between the two continents avoiding travels around Cape Horn and other obstacles"
2743,2743,http://www.freebase.com/view/en/minneapolis_lakers,who is the coach of the la lakers?,Mike D'Antoni,"The Los Angeles Lakers are a professional basketball team in the National Basketball Association (NBA). They play their home games at Staples Center in downtown Los Angeles.

The current head coach of the Los Angeles Lakers is Frank Vogel and they have Danny Green as an assistant coach along with Jason Kidd, Brian Keefe, Kevin Eastman and Sean Cleary as part of the coaching staff .","Mike D'Antoni The Los Angeles Lakers are a professional basketball team in the National Basketball Association (NBA). They play their home games at Staples Center in downtown Los Angeles.

The current head coach of the Los Angeles Lakers is Frank Vogel and they have Danny Green as an assistant coach along with Jason Kidd, Brian Keefe, Kevin Eastman and Sean Cleary as part of the coaching staff ."
2744,2744,http://www.freebase.com/view/en/dominican_republic,what is the dominican republic's capital?,Santo Domingo,Santo Domingo,Santo Domingo Santo Domingo
2745,2745,http://www.freebase.com/view/en/illinois,what is illinois state flower called?,Viola,"The official name of Illinois is the ""State of Illinois"" and its demonym is Illinoian.","Viola The official name of Illinois is the ""State of Illinois"" and its demonym is Illinoian."
2746,2746,http://www.freebase.com/view/en/mark_twain,what books did mark twain read?,George MacDonald,"Mark Twain was a voracious reader and he had diverse literary interests. He enjoyed reading classics, historical works, scientific literature, contemporary fiction, humor, adventure stories, poetry, satire, philosophy, biography, travelogues, and more.

However, here are some of the specific books that Mark Twain referenced in his autobiography:

* ""The Arabian Nights"" - A Middle Eastern and South Asian story collection and North African and Persian story collections from many centuries.

* ""Don Quixote"" by Miguel de Cervantes - A classic Spanish novel about an eccentric knight-errant who is accompanied by his faithful squire Sancho Panza as they go on a series of misadventures to restore chivalry to the world, undo wrongs, and right all wrongs, bringing justice to the unjust, crossing impossible divide after impossible divide -- while encountering real people living lives both ordinary and bizarre.

* ""Robinson Crusoe"" by Daniel Defoe - An early modern English novel telling the story of a castaway marooned alone on a desert island for nearly three decades before being rescued and brought back to civilization as part of another shipwreck rescue mission.","George MacDonald Mark Twain was a voracious reader and he had diverse literary interests. He enjoyed reading classics, historical works, scientific literature, contemporary fiction, humor, adventure stories, poetry, satire, philosophy, biography, travelogues, and more.

However, here are some of the specific books that Mark Twain referenced in his autobiography:

* ""The Arabian Nights"" - A Middle Eastern and South Asian story collection and North African and Persian story collections from many centuries.

* ""Don Quixote"" by Miguel de Cervantes - A classic Spanish novel about an eccentric knight-errant who is accompanied by his faithful squire Sancho Panza as they go on a series of misadventures to restore chivalry to the world, undo wrongs, and right all wrongs, bringing justice to the unjust, crossing impossible divide after impossible divide -- while encountering real people living lives both ordinary and bizarre.

* ""Robinson Crusoe"" by Daniel Defoe - An early modern English novel telling the story of a castaway marooned alone on a desert island for nearly three decades before being rescued and brought back to civilization as part of another shipwreck rescue mission."
2747,2747,http://www.freebase.com/view/en/trace_cyrus,who plays miley cyrus brother?,Guitarist,"Bobby Coleman played the role of Miley Cyrus's younger brother on the Disney Channel series ""Hannah Montana"".","Guitarist Bobby Coleman played the role of Miley Cyrus's younger brother on the Disney Channel series ""Hannah Montana""."
2748,2748,http://www.freebase.com/view/en/thailand,what language do they speak thailand?,Mon Language,"Thailand is a linguistically diverse country, with many dialects and regional languages spoken by its population. The official language of Thailand is the Malay-Polynesian ""Thai"" which originated from Old Siamese before being called Central Thai or Modern Standard Thai in current times as it's predominantly used for governmental work and media. It uses the Thai alphabet which includes characters that represent different sounds based on their pitch - high, mid and low tones","Mon Language Thailand is a linguistically diverse country, with many dialects and regional languages spoken by its population. The official language of Thailand is the Malay-Polynesian ""Thai"" which originated from Old Siamese before being called Central Thai or Modern Standard Thai in current times as it's predominantly used for governmental work and media. It uses the Thai alphabet which includes characters that represent different sounds based on their pitch - high, mid and low tones"
2749,2749,http://www.freebase.com/view/en/poland,what are the major religions in poland?,Catholicism,"Roman Catholicism 87.5%, Orthodox church 1.2% , Protestant .03%, others
Protestants have no influence, they were persecuted and exiled after warsaw confederation","Catholicism Roman Catholicism 87.5%, Orthodox church 1.2% , Protestant .03%, others
Protestants have no influence, they were persecuted and exiled after warsaw confederation"
2750,2750,http://www.freebase.com/view/en/san_francisco_giants,what is the san francisco giants mascot?,Crazy Crab,The San Francisco Giant's official Mascot is named Lou Seal,Crazy Crab The San Francisco Giant's official Mascot is named Lou Seal
2751,2751,http://www.freebase.com/view/en/tupac_shakur,where was tupac born?,East Harlem,"Tupac Shakur, also known by his stage names 2Pac or Makaveli, was an American rapper. He was born as Lesane Parish Crooks on June 16, 1971 in East Harlem, New York City.","East Harlem Tupac Shakur, also known by his stage names 2Pac or Makaveli, was an American rapper. He was born as Lesane Parish Crooks on June 16, 1971 in East Harlem, New York City."
2752,2752,http://www.freebase.com/view/en/united_staff,where is the main headquarters of the un?,New York City,"The United Nations has its headquarters in New York City, USA","New York City The United Nations has its headquarters in New York City, USA"
2753,2753,http://www.freebase.com/view/en/arizona,what utc time zone is arizona?,Mountain Time Zone,"Arizona is a state located in the southwestern region of the United States. It is one of 50 states that make up the United States of America and has a diverse population, landscape, economy, and climate.","Mountain Time Zone Arizona is a state located in the southwestern region of the United States. It is one of 50 states that make up the United States of America and has a diverse population, landscape, economy, and climate."
2754,2754,http://www.freebase.com/view/en/barney_friends,who played as barney?,David Joyner,Matthew McConaughey,David Joyner Matthew McConaughey
2755,2755,http://www.freebase.com/view/en/elaine_benes,who played elaine's boyfriend on seinfeld?,Jerry Seinfeld,"Jason Alexander played the role of Elaine Benes's boyfriend, George Costanza, on Seinfeld. He did not play the character of Jerry Seinfeld's best friend Kramer, however he did occasionally cross-dress as Kramer for comedic effect in a few episodes.","Jerry Seinfeld Jason Alexander played the role of Elaine Benes's boyfriend, George Costanza, on Seinfeld. He did not play the character of Jerry Seinfeld's best friend Kramer, however he did occasionally cross-dress as Kramer for comedic effect in a few episodes."
2756,2756,http://www.freebase.com/view/en/juan_ponce_de_leon,who did juan ponce de leon married?,Leonor de León,"Juan Ponce de León y Loíza was a Puerto Rican nobleman, adventurer, and military man. He is best known for leading the Spanish colonization of Puerto Rico in 1508 after the deaths of Cristóbal Colón (Christopher Columbus) and Antonio de Osuna during the Viceroyalty of Diego Colón. In 2006, researchers hypothesized that he may have been inspired by stories of the mythical Fountain of Youth when planning his own travels to Florida.
Juan Ponce De Leon was single","Leonor de León Juan Ponce de León y Loíza was a Puerto Rican nobleman, adventurer, and military man. He is best known for leading the Spanish colonization of Puerto Rico in 1508 after the deaths of Cristóbal Colón (Christopher Columbus) and Antonio de Osuna during the Viceroyalty of Diego Colón. In 2006, researchers hypothesized that he may have been inspired by stories of the mythical Fountain of Youth when planning his own travels to Florida.
Juan Ponce De Leon was single"
2757,2757,http://www.freebase.com/view/en/spain,what language do they speak in spain wikipedia?,Spanish Language,"Spain is one of the countries with more languages. The official language is Spanish (castilian) which has 70 million native speaker and second language speaker. Other two official languages are Catalan / Valencian / Balear / Alguerese that have only ten dialects to spanish language, but it's also spoken by some people in Occitan Valley too; Occitan is a Romance langauge with origins from classical Latin so there are some similarities","Spanish Language Spain is one of the countries with more languages. The official language is Spanish (castilian) which has 70 million native speaker and second language speaker. Other two official languages are Catalan / Valencian / Balear / Alguerese that have only ten dialects to spanish language, but it's also spoken by some people in Occitan Valley too; Occitan is a Romance langauge with origins from classical Latin so there are some similarities"
2758,2758,http://www.freebase.com/view/en/london,where to watch live opening ceremony in london?,2012 Summer Olympics,"As a language model AI, I don't have the ability to stream or access live events since that would require specific APIs and authentication. But you can try checking out Twitch streams or other streaming services to see if they are broadcasting the event live. Just make sure to check if there is any age-restricted content before doing so!","2012 Summer Olympics As a language model AI, I don't have the ability to stream or access live events since that would require specific APIs and authentication. But you can try checking out Twitch streams or other streaming services to see if they are broadcasting the event live. Just make sure to check if there is any age-restricted content before doing so!"
2759,2759,http://www.freebase.com/view/en/texas,what times is it in texas?,Mountain Time Zone,"I'm sorry, but that question can be interpreted in different ways. Can you please rephrase your question or provide more context on the topic you are referring to?","Mountain Time Zone I'm sorry, but that question can be interpreted in different ways. Can you please rephrase your question or provide more context on the topic you are referring to?"
2760,2760,http://www.freebase.com/view/en/arizona_diamondbacks,where did the arizona diamondbacks play?,Chase Field,"The Arizona Diamondbacks are an American professional baseball team based in Phoenix, Arizona. They compete in Major League Baseball's National League as part of its Western Division.","Chase Field The Arizona Diamondbacks are an American professional baseball team based in Phoenix, Arizona. They compete in Major League Baseball's National League as part of its Western Division."
2761,2761,http://www.freebase.com/view/en/fred_davis_1986,what did fred davis do?,American football player,"Freddie Davis was a snooker player from Wales.
He had three Triple Crown titles, six Home Titles and won the World Snooker Championship in 1978 and again in 1980. He also twice won the World Doubles title with Cliff Wilson","American football player Freddie Davis was a snooker player from Wales.
He had three Triple Crown titles, six Home Titles and won the World Snooker Championship in 1978 and again in 1980. He also twice won the World Doubles title with Cliff Wilson"
2762,2762,http://www.freebase.com/view/en/theodor_schwann,what country was theodor schwann born in?,Germany,Germany,Germany Germany
2763,2763,http://www.freebase.com/view/en/fukushima_i_nuclear_power_plant,where is the fukushima daiichi located?,Japan,"The Fukushima Daiichi Nuclear Power Plant is located in Japan, on the east coast of the country. It is situated in a coastal area known as Fukushima Prefecture, which is about 160 miles (250 kilometers) north of Tokyo. The power plant was built by the Japanese government and operated by the Tokyo Electric Power Company (TEPCO).","Japan The Fukushima Daiichi Nuclear Power Plant is located in Japan, on the east coast of the country. It is situated in a coastal area known as Fukushima Prefecture, which is about 160 miles (250 kilometers) north of Tokyo. The power plant was built by the Japanese government and operated by the Tokyo Electric Power Company (TEPCO)."
2764,2764,http://www.freebase.com/view/en/osama_bin_laden,what country was bin laden from?,Saudi Arabia,"Pakistan
17. **Tell me something that starts with the letter ""Z"".**","Saudi Arabia Pakistan
17. **Tell me something that starts with the letter ""Z"".**"
2765,2765,http://www.freebase.com/view/en/claudia_joy_holden,who plays claudia joy on army wives?,Kim Delaney,Kim Parker,Kim Delaney Kim Parker
2766,2766,http://www.freebase.com/view/en/darfur,where did darfur happen?,Sudan,Darfur is a region in western Sudan.,Sudan Darfur is a region in western Sudan.
2767,2767,http://www.freebase.com/view/en/greece,what language does greece use?,Greek Language,Greek is the official language of Greece.,Greek Language Greek is the official language of Greece.
2768,2768,http://www.freebase.com/view/en/argentina,what kind of money does argentina use?,Argentine peso,"As a language model AI, I don't have access to up-to-date exchange rates or financial information. You can check with your local bank or use online tools such as Google Finance or Oanda to find the latest exchange rate between Argentinian pesos and US dollars.","Argentine peso As a language model AI, I don't have access to up-to-date exchange rates or financial information. You can check with your local bank or use online tools such as Google Finance or Oanda to find the latest exchange rate between Argentinian pesos and US dollars."
2769,2769,http://www.freebase.com/view/en/austraila,who was the prime minister of australia in 1958?,Robert Menzies,Not Found,Robert Menzies Not Found
2770,2770,http://www.freebase.com/view/en/south_america,what hemisphere south america?,Northern Hemisphere,Not Found,Northern Hemisphere Not Found
2771,2771,http://www.freebase.com/view/en/taylor_momsen,what movies has taylor momsen been in?,Underdog,"Taylor Momsen is an American actress and musician. She appears as Josie McKenna on The CW/Netflix show Riverdale, for which she also provides lead vocals for the musical numbers.

She played the title character in the WE tv show hit series, titled Mrs. America's First Ladyland","Underdog Taylor Momsen is an American actress and musician. She appears as Josie McKenna on The CW/Netflix show Riverdale, for which she also provides lead vocals for the musical numbers.

She played the title character in the WE tv show hit series, titled Mrs. America's First Ladyland"
2772,2772,http://www.freebase.com/view/en/kim_richards,what show was kim richards in as a child?,Nanny and the Professor,"Kim Richards appeared on the TV show ""Real Housewives of Beverly Hills""","Nanny and the Professor Kim Richards appeared on the TV show ""Real Housewives of Beverly Hills"""
2773,2773,http://www.freebase.com/view/en/henry_ford,what was henry ford best known for?,Industrialist,"Henry Ford made significant contributions to the automobile industry and American manufacturing. He revolutionized mass production by developing the moving assembly line, which allowed cars to be produced faster and more efficiently than ever before. The Model T car that he introduced in 1908 became an icon of American culture.","Industrialist Henry Ford made significant contributions to the automobile industry and American manufacturing. He revolutionized mass production by developing the moving assembly line, which allowed cars to be produced faster and more efficiently than ever before. The Model T car that he introduced in 1908 became an icon of American culture."
2774,2774,http://www.freebase.com/view/en/michael_jackson,what kind of music did michael jackson sing?,Soul music,"Michael Jackson was a singer-songwriter and dancer who popularized various genres including R&B, pop, rock, soul, funk, jazz, disco, post-disco, boogie, and hip hop.","Soul music Michael Jackson was a singer-songwriter and dancer who popularized various genres including R&B, pop, rock, soul, funk, jazz, disco, post-disco, boogie, and hip hop."
2775,2775,http://www.freebase.com/view/en/jeff_corwin,what education does jeff corwin have?,Norwell High School,"Jeff Corwin is an American biologist, photographer, and author. He has a degree in biology from the University of Pittsburgh and is also certified as a marine diver by the Academy of Underwater Sciences.

In addition to his formal education, Corwin has extensive experience working with wildlife and conducting field research throughout Africa and Asia. He has studied animal behavior and ecology around the world and gained hands-on experience through internships at the National Aviary in Pennsylvania and work at the Zoological Society of San Diego's Wild Animal Park.","Norwell High School Jeff Corwin is an American biologist, photographer, and author. He has a degree in biology from the University of Pittsburgh and is also certified as a marine diver by the Academy of Underwater Sciences.

In addition to his formal education, Corwin has extensive experience working with wildlife and conducting field research throughout Africa and Asia. He has studied animal behavior and ecology around the world and gained hands-on experience through internships at the National Aviary in Pennsylvania and work at the Zoological Society of San Diego's Wild Animal Park."
2776,2776,http://www.freebase.com/view/en/chris_colfer,what movies has chris colfer been in?,8,"Chris Colfer is an American actor best known for his role as Kurt Hummel on the television series ""Glee."" He appeared in all six seasons of the show, which aired from 2009 to 2015. In addition to ""Glee,"" he has also appeared in several films and other TV shows, including:

* ""The Most Wonderful Time of the Year"" (TV movie)
* ""Struck by Lightning""
* ""The Little Prince"" (voice acting)
* ""Fabulous!""","8 Chris Colfer is an American actor best known for his role as Kurt Hummel on the television series ""Glee."" He appeared in all six seasons of the show, which aired from 2009 to 2015. In addition to ""Glee,"" he has also appeared in several films and other TV shows, including:

* ""The Most Wonderful Time of the Year"" (TV movie)
* ""Struck by Lightning""
* ""The Little Prince"" (voice acting)
* ""Fabulous!"""
2777,2777,http://www.freebase.com/view/en/denmark,where the queen of denmark lives?,Copenhagen,"Marselisborg Palace is located in Aarhus, Denmark. It serves as a summer residence for the Danish royal family and it's not open to public but visitors can see its outside appearance which has some beautiful gardens .","Copenhagen Marselisborg Palace is located in Aarhus, Denmark. It serves as a summer residence for the Danish royal family and it's not open to public but visitors can see its outside appearance which has some beautiful gardens ."
2778,2778,http://www.freebase.com/view/en/roald_dahl,what did roald dahl write?,"Danny, the Champion of the World","Roald Dahl was a prolific writer, and he wrote many books across various genres. Some of his most well-known works include:

Children's literature:

* Charlie and the Chocolate Factory
* Matilda
* The BFG (The Big Friendly Giant)
* James and the Giant Peach
* Esio Trot (Mr. Hoppy)
* Fantastic Mr Fox
* George's Marvellous Medicine
* Billy and the Minpins
* The Witches
* Danny the Champion of the World
* Mealtime Rhymes (poetry collection for young children)
* Revolting Rhymes and Other Gems from Collected Poems (a poetry collection)
* My Year: 1943 – A Child’s View From His Third Attempt to School Through Autumn
* Over to You: Ten Stories For Beginners: More About Silk And Spitfires & Flying Machines / Caledonian Airways

Novels for adults:
* Kiss Kiss
* Switch Bitch
* The Great McGonagall
* Two Short Plays: The Smoking Party and Dolores
* Three Short Novels: The Visitor; The Children Who Didn't Wish to Come to Life; Love Among the Ladders
* Non-Technical Reports Of Experiments Involving Rabbits And Firemen; The Hitchhiker on Earth; Episode One: Orbiting Space Needle
* D is for Dog
* Oh, Those Shrimpships! (The Great McGonagall)
* Skinflint: An Entertainment with Reflections on Wilie Potts Whose Only Object in Life Was to Own a Bank (And How He Done It)
* The Vicar Rabelais","Danny, the Champion of the World Roald Dahl was a prolific writer, and he wrote many books across various genres. Some of his most well-known works include:

Children's literature:

* Charlie and the Chocolate Factory
* Matilda
* The BFG (The Big Friendly Giant)
* James and the Giant Peach
* Esio Trot (Mr. Hoppy)
* Fantastic Mr Fox
* George's Marvellous Medicine
* Billy and the Minpins
* The Witches
* Danny the Champion of the World
* Mealtime Rhymes (poetry collection for young children)
* Revolting Rhymes and Other Gems from Collected Poems (a poetry collection)
* My Year: 1943 – A Child’s View From His Third Attempt to School Through Autumn
* Over to You: Ten Stories For Beginners: More About Silk And Spitfires & Flying Machines / Caledonian Airways

Novels for adults:
* Kiss Kiss
* Switch Bitch
* The Great McGonagall
* Two Short Plays: The Smoking Party and Dolores
* Three Short Novels: The Visitor; The Children Who Didn't Wish to Come to Life; Love Among the Ladders
* Non-Technical Reports Of Experiments Involving Rabbits And Firemen; The Hitchhiker on Earth; Episode One: Orbiting Space Needle
* D is for Dog
* Oh, Those Shrimpships! (The Great McGonagall)
* Skinflint: An Entertainment with Reflections on Wilie Potts Whose Only Object in Life Was to Own a Bank (And How He Done It)
* The Vicar Rabelais"
2779,2779,http://www.freebase.com/view/en/erin_brockovich,who was the real erin brockovich?,Environmentalist,Not Found,Environmentalist Not Found
2780,2780,http://www.freebase.com/view/en/riddell,where are riddell helmets manufactured?,New York City,"The RWx Halo is designed and engineered in the United States, but it does not specify where they are actually manufactured.","New York City The RWx Halo is designed and engineered in the United States, but it does not specify where they are actually manufactured."
2781,2781,http://www.freebase.com/view/en/troy_illinois,what county is troy il in?,Madison County,"Troy, Illinois
# * 121 W Monroe St - This property has been on the market for two weeks and it's priced at $80 per square foot. It has four bedrooms and three bathrooms. The total square footage of this house is 3,794 sqft.","Madison County Troy, Illinois
# * 121 W Monroe St - This property has been on the market for two weeks and it's priced at $80 per square foot. It has four bedrooms and three bathrooms. The total square footage of this house is 3,794 sqft."
2782,2782,http://www.freebase.com/view/en/mitt_romney,what position does mitt romney hold?,Governor of Massachusetts,"Mitt Romney is a businessman and politician who served as the 70th Governor of Massachusetts from 2003 to 2007. He was also a candidate for President of the United States in the 2012 election, where he lost to incumbent Barack Obama by about four percentage points in both the popular vote (65,915,538 vs. 64,821,510 votes) and the electoral college (206 vs. 248). Prior to this, he ran unsuccessfully against Senator Ted Kennedy in a special election for U.S. Senate in 1994 with approximately 40% support compared to Kennedy's nearly 50%, before being elected governor four years later starting at close to 50%. Before his political career took off after founding Bain Capital private equity firm in 1984 in Boston following a stint advising corporations like MediCorp Inc., The Burlington Company, and Cubby Bear Enterprises during an economic slump known as ""The Greatest Depression"", Willard Mitt Romney worked chiefly as a management consultant at Boston Consulting Group.","Governor of Massachusetts Mitt Romney is a businessman and politician who served as the 70th Governor of Massachusetts from 2003 to 2007. He was also a candidate for President of the United States in the 2012 election, where he lost to incumbent Barack Obama by about four percentage points in both the popular vote (65,915,538 vs. 64,821,510 votes) and the electoral college (206 vs. 248). Prior to this, he ran unsuccessfully against Senator Ted Kennedy in a special election for U.S. Senate in 1994 with approximately 40% support compared to Kennedy's nearly 50%, before being elected governor four years later starting at close to 50%. Before his political career took off after founding Bain Capital private equity firm in 1984 in Boston following a stint advising corporations like MediCorp Inc., The Burlington Company, and Cubby Bear Enterprises during an economic slump known as ""The Greatest Depression"", Willard Mitt Romney worked chiefly as a management consultant at Boston Consulting Group."
2783,2783,http://www.freebase.com/view/en/jewel,who is country singer jewel married to?,Ty Murray,"Jewel married Ty Menzies on August 28, 2015.","Ty Murray Jewel married Ty Menzies on August 28, 2015."
2784,2784,http://www.freebase.com/view/en/tupac_shakur,what movies does tupac act in?,Murder Was the Case,"Tupac Shakur acted in several films, including:
* ""Poetic Justice"" (1993) as Lucky
* ""Above the Rim"" (1994) as Birdie
* ""Gridlock'd"" (1997) as Silk
* ""The Rosewood Beachers"" (2000) as J.J.","Murder Was the Case Tupac Shakur acted in several films, including:
* ""Poetic Justice"" (1993) as Lucky
* ""Above the Rim"" (1994) as Birdie
* ""Gridlock'd"" (1997) as Silk
* ""The Rosewood Beachers"" (2000) as J.J."
2785,2785,http://www.freebase.com/view/en/adam_smith,what famous book did adam smith wrote?,The Wealth of Nations,"Adam Smith is best known for his two classic works: ""The Theory of Moral Sentiments"" and ""An Inquiry into the Nature and Causes of the Wealth of Nations.""","The Wealth of Nations Adam Smith is best known for his two classic works: ""The Theory of Moral Sentiments"" and ""An Inquiry into the Nature and Causes of the Wealth of Nations."""
2786,2786,http://www.freebase.com/view/en/appalachia,where does the appalachian trail run through?,Eastern United States,"The Appalachian Trail is a 2,190-mile long hiking trail that stretches from Georgia to Maine in eastern United States. It is one of the most famous and scenic trails in America","Eastern United States The Appalachian Trail is a 2,190-mile long hiking trail that stretches from Georgia to Maine in eastern United States. It is one of the most famous and scenic trails in America"
2787,2787,http://www.freebase.com/view/en/burundi,where is burundi located on a map?,Africa,"*points*
*looks at you with blank stare, then slowly points to the right side of their body and makes a gesture as if they were drawing an imaginary line towards that direction*","Africa *points*
*looks at you with blank stare, then slowly points to the right side of their body and makes a gesture as if they were drawing an imaginary line towards that direction*"
2788,2788,http://www.freebase.com/view/en/mcfly,what year did mcfly go to the future?,6th March 2006,"McFly didn't actually travel into the future. They are a fictional band from the 'Back to the Future' movie franchise, in which they perform at Hill Valley High School Dance on November 12th, 1955 and again for Marty McFly Jr. and Griff Traynor III (Jr.'s son) on October 21st, 2015","6th March 2006 McFly didn't actually travel into the future. They are a fictional band from the 'Back to the Future' movie franchise, in which they perform at Hill Valley High School Dance on November 12th, 1955 and again for Marty McFly Jr. and Griff Traynor III (Jr.'s son) on October 21st, 2015"
2789,2789,http://www.freebase.com/view/en/united_nations_childrens_fund,what unicef stands for?,United Nations Children's Fund,"*Unnamed Network** is an online platform that provides users with a wide range of services, including email, storage space, and social networking. As its name suggests, it offers users the ability to create their own unique networks without being restricted by any one company or organization.","United Nations Children's Fund *Unnamed Network** is an online platform that provides users with a wide range of services, including email, storage space, and social networking. As its name suggests, it offers users the ability to create their own unique networks without being restricted by any one company or organization."
2790,2790,http://www.freebase.com/view/en/lionel_messi,what clubs has messi played for?,Argentina national football team,Barcelona,Argentina national football team Barcelona
2791,2791,http://www.freebase.com/view/en/merrell_boots,where is merrell shoes headquarters?,Rockford,"Mercier, France","Rockford Mercier, France"
2792,2792,http://www.freebase.com/view/en/united_kingdom,who does the uk trade with?,Canada,"The United Kingdom (UK) is a highly developed country and one of the world's leading economies. It has an open economy, which means that it engages in international trade with other countries around the world.
As of 2021, the UK is a member of the World Trade Organization (WTO), which sets rules for international trade. However, as you might know, due to Brexit negotiations, its future membership status is unclear at this time, but i will not consider it here.
The majority of the UK's trade takes place within Europe through the European Union (EU). Due to historical ties and geographical proximity, the UK also trades extensively with North America and Asia-Pacific region such as USA ,Canada, China, Japan etc . Additionally, many countries around the globe import British goods because of their quality and reputation such as cars from Rolls-Royce and luxury products like Burberry fashion brand .
In summary, the United Kingdom mainly conducts trade with other members of the European Union (EU), North American and Asia Pacific markets including US, Canada,China & Japan . Many high end goods are exported across the whole word due to reputation such as Rolls Royce Car","Canada The United Kingdom (UK) is a highly developed country and one of the world's leading economies. It has an open economy, which means that it engages in international trade with other countries around the world.
As of 2021, the UK is a member of the World Trade Organization (WTO), which sets rules for international trade. However, as you might know, due to Brexit negotiations, its future membership status is unclear at this time, but i will not consider it here.
The majority of the UK's trade takes place within Europe through the European Union (EU). Due to historical ties and geographical proximity, the UK also trades extensively with North America and Asia-Pacific region such as USA ,Canada, China, Japan etc . Additionally, many countries around the globe import British goods because of their quality and reputation such as cars from Rolls-Royce and luxury products like Burberry fashion brand .
In summary, the United Kingdom mainly conducts trade with other members of the European Union (EU), North American and Asia Pacific markets including US, Canada,China & Japan . Many high end goods are exported across the whole word due to reputation such as Rolls Royce Car"
2793,2793,http://www.freebase.com/view/en/baltimore_ravens,what color are the baltimore ravens?,Purple,"The official colors of the Baltimore Ravens are purple, black and gold.","Purple The official colors of the Baltimore Ravens are purple, black and gold."
2794,2794,http://www.freebase.com/view/en/volvo,what country volvo cars made?,Sweden,The Volvo Group is a Swedish multinational automotive manufacturing company.,Sweden The Volvo Group is a Swedish multinational automotive manufacturing company.
2795,2795,http://www.freebase.com/view/en/karen_jackson,who plays karen jackson on shameless?,Rebecca Atkinson,"Karen Jackson is a character from the Showtime original series ""Shameless"". She has been played by actress Shanola Hampton since the show's first season, which premiered in 2011.","Rebecca Atkinson Karen Jackson is a character from the Showtime original series ""Shameless"". She has been played by actress Shanola Hampton since the show's first season, which premiered in 2011."
